molecule_smiles,taskMask,y_cac,y_lip,y_sol,y_ppb,y_ld5,y_cle
CCCCOP(=O)(OCCO)OCCCC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.444,0.0
O=C(NC1(C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1cc2ccccc2s1,"[1, 0, 0, 0, 0, 0]",-5.048,0.0,0.0,0.0,0.0,0.0
O=C(O)Cc1ccc(C2CCCCC2)c(Cl)c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.484,0.0
C=CC(C)C(=O)OCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.576,0.0,0.0,0.0
[F-].[F-].[Ni+2],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.383,0.0,0.0,0.0
C[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Cl-].[Cl-],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.435,0.0,0.0,0.0
COC(=O)C1CC1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.38,0.0,0.0,0.0
OCCNCCc1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.946,0.0
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.977,0.0
Oc1ccc(-c2ccc3cc(O)ccc3n2)cc1,"[0, 1, 0, 0, 0, 0]",0.0,3.1,0.0,0.0,0.0,0.0
CCCCCCCCC(C)=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.308,0.0,0.0,0.0
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-6.008,0.0,0.0,0.0
C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OC=C[C@@]54O)[C@@H]4[C@@](O)(C(=O)OC)OC[C@@]14[C@@H]32,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.443,0.0,0.0,0.0
O=[N+]([O-])c1c(Cl)c(Cl)cc2nc(O)c(O)nc12,"[0, 1, 0, 0, 0, 0]",0.0,0.21,0.0,0.0,0.0,0.0
Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C,"[0, 1, 0, 0, 0, 0]",0.0,3.51,0.0,0.0,0.0,0.0
CNC(=O)Oc1cc(C)c(C)c(C)c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.036,0.0
O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccccc1-c1ccccc1,"[0, 1, 0, 0, 0, 0]",0.0,1.38,0.0,0.0,0.0,0.0
O=S(=O)(CCCOCCc1cc2ccccc2o1)CCNCCc1ccc(O)c2nc(O)sc12,"[0, 1, 0, 0, 0, 0]",0.0,2.86,0.0,0.0,0.0,0.0
C#CCN(C)c1ccccc1OC(=O)NC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.561,0.0
CC(C)N(C(=O)Cn1nc(-c2ccccc2)ccc1=O)C(C)Cc1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.33,0.0
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)cc1,"[1, 0, 0, 0, 0, 0]",-6.229,0.0,0.0,0.0,0.0,0.0
O=C(Nc1cc(Cl)c(NC(=O)C2=Cc3ccccc3/C(=N\Nc3cc(C(F)(F)F)ccc3Cl)C2=O)cc1Cl)C1=Cc2ccccc2/C(=N/Nc2cc(C(F)(F)F)ccc2Cl)C1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.692,0.0,0.0,0.0
Cn1cc2nccnc2nc1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.909,0.0,0.0,0.0
CC(C)(C)c1ccc(O)c(O)c1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-1.92,0.0,1.77,0.0
C=C(C)C(N)=O,"[0, 0, 1, 0, 1, 0]",0.0,0.0,0.375,0.0,2.268,0.0
CCOC(C1=NCCCN1)c1cccc(Cl)c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.561,0.0
NCCCCC(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.931,0.0,0.0,0.0
OCc1cccc(CO)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.233,0.0,0.0,0.0
CNc1c(Cl)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,"[0, 1, 0, 1, 0, 0]",0.0,2.63,0.0,98.09,0.0,0.0
Clc1cc(Cl)cc(-c2c(Cl)ccc(Cl)c2Cl)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.95,0.0,0.0,0.0
O=[N+]([O-])c1ccc(/C=N/O)o1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.193,0.0,0.0,0.0
COc1cc(C=CC(=S)N(C)C)cc(OC)c1OC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.701,0.0
Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,"[0, 1, 0, 0, 0, 0]",0.0,3.98,0.0,0.0,0.0,0.0
COc1ccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-6.929,0.0,0.0,0.0
CN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,"[0, 1, 0, 0, 0, 0]",0.0,3.4,0.0,0.0,0.0,0.0
CC(C)NNC(=O)c1ccncc1,"[0, 1, 0, 0, 0, 0]",0.0,0.33,0.0,0.0,0.0,0.0
CC1=CC(=O)c2ccccc2C1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.032,0.0,0.0,0.0
CCOc1ccccc1C(=O)NN=C(C)C(=O)O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.693,0.0
CC(C)c1cccc(C(C)C)c1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-6.603,0.0,1.341,0.0
Nc1ccc([N+](=O)[O-])cc1Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.429,0.0
COc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1,"[0, 1, 0, 1, 0, 1]",0.0,2.18,0.0,65.06,0.0,27.54
CC(C)=CCCC(C)=CC=O,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.06,0.0,1.487,0.0
CCCSP(=O)(OC)SCCC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,4.526,0.0
CCN(CC)CCOc1ccccc1-n1c(C)ccc1-c1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.697,0.0
CCCCOC1=CC(=O)C2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)C(C)C1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.4,0.0,0.0,0.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,28.18
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.083,0.0,0.0,0.0
ClC(Cl)=CC(Cl)=C(Cl)Cl,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.23,0.0,0.0,0.0
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.287,0.0,0.0,0.0
Cc1ccc(-c2cc(-c3ccccc3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,13.49
COc1ccc(OC)c(N)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.859,0.0,0.0,0.0
COC(=O)c1c(Cl)cccc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,"[1, 0, 0, 0, 0, 0]",-4.602,0.0,0.0,0.0,0.0,0.0
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,"[0, 1, 0, 1, 0, 1]",0.0,-0.45,0.0,92.95,0.0,4.0
COc1cc(Nc2cc(Nc3c(Cl)ccc4c3OCO4)ncn2)cc(OC)c1OC,"[0, 1, 0, 0, 0, 0]",0.0,3.07,0.0,0.0,0.0,0.0
Nc1nc(=O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(N)[nH]1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.483,0.0,0.0,0.0
CC(=O)c1cccc2ccccc12,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.038,0.0
CC(=O)Nc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,"[0, 1, 0, 0, 0, 0]",0.0,0.2,0.0,0.0,0.0,0.0
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,"[0, 1, 0, 1, 0, 0]",0.0,-0.43,0.0,97.32,0.0,0.0
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)C(F)(F)F,"[0, 1, 0, 0, 0, 0]",0.0,2.78,0.0,0.0,0.0,0.0
C=CC(C)(O)/C=C/C1=C(C)CCCC1(C)C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.164,0.0,0.0,0.0
CC(C)(C)[C@H](O)[C@H](Oc1ccc(Cl)cc1)n1cncn1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.952,0.0,0.0,0.0
O=[N+]([O-])c1cc(O)ccc1NCCCO,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.111,0.0,0.0,0.0
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(I)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.77,0.0,0.0,0.0
C=C(C)C(=O)OCCN=C=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.365,0.0
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.665,0.0,0.0,0.0
CCCCOCCC#N,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.232,0.0
CC=Cc1ccc(O)c(OC)c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.022,0.0
CCOC(C1=NCC(CC)(CC)CN1)c1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.04,0.0
COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3c(F)cc(F)cn23)n1,"[0, 1, 0, 0, 0, 0]",0.0,3.2,0.0,0.0,0.0,0.0
CCC(CC)NC(=O)c1nnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,"[0, 1, 0, 1, 0, 1]",0.0,0.46,0.0,99.28,0.0,56.0
Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3C)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1,"[1, 0, 0, 0, 0, 0]",-4.798,0.0,0.0,0.0,0.0,0.0
C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CCC2=O)CC(=O)CC4,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.055,0.0,0.0,0.0
C1CN2CCN1CC2,"[0, 0, 1, 0, 1, 0]",0.0,0.0,0.603,0.0,1.819,0.0
O=C1CCOc2ccccc21,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.748,0.0
CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OCC[C@H]21,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.099,0.0,0.0,0.0
Cc1nn(C)c(C)c1-c1ccc(-c2nc3ccncc3c(O)c2C#N)cc1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,99.64,0.0,0.0
CN(C)C(=O)COC(=O)C1CCn2c(C(=O)c3ccccc3)ccc21,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.03,0.0,0.0,0.0
CC=CCC1(CC=CC)C(=O)NC(=O)NC1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.2,0.0,0.0,0.0
CC(=O)c1ccc(N=C=S)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.02,0.0,0.0,0.0
CCOCCCC(C)OCCOCC(C)CO,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.791,0.0,0.0,0.0
COc1ccc2c3c1OC1C(OC(=O)c4cccnc4)C=CC4C(C2)N(C)CCC341,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.683,0.0
NCCc1c[nH]c2ccccc12,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.3,0.0,0.0,0.0
CC(C)COP(=S)([S-])OCC(C)C.CC(C)COP(=S)([S-])OCC(C)C.[Zn+2],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.519,0.0,0.0,0.0
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,"[0, 1, 1, 0, 0, 0]",0.0,0.01,-3.678,0.0,0.0,0.0
C=CS(=O)(=O)CCCCCC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.49,0.0
CN1CCC23C=CC=CC2C1Cc1ccc(O)c(O)c13,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.72,0.0,0.0,0.0
Clc1cc(Cl)nc(-c2ccccc2)n1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.954,0.0,0.0,0.0
CN(C)C(=O)N(C)C,"[0, 0, 1, 0, 1, 0]",0.0,0.0,0.935,0.0,2.165,0.0
CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,"[0, 1, 0, 0, 0, 1]",0.0,4.23,0.0,0.0,0.0,8.13
CCNC(=S)N1CCN(C(=O)OCC)CC1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.79,0.0,0.0,0.0
CC(=O)NC(COC(=O)c1ccccc1)C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.22,0.0,0.0,0.0
c1ccc(CNc2ncnc3[nH]cnc23)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.6,0.0,0.0,0.0
CC(=O)OCn1cc(F)c(=O)n(C(=O)c2ccccc2)c1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.34,0.0,0.0,0.0
COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3cc(CO)ccn23)n1,"[0, 1, 0, 0, 0, 0]",0.0,3.1,0.0,0.0,0.0,0.0
CCOP(=S)(OCC)Oc1cc(C)n(C)c(=O)c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,4.688,0.0
C=CC1CN2CCC1CC2C(=O)c1ccnc2ccccc12,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.19,0.0,0.0,0.0
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@H](CN2CCCC2)C1,"[0, 1, 0, 0, 0, 0]",0.0,2.05,0.0,0.0,0.0,0.0
CCc1ccccc1-c1ccc(-c2nc3ccncc3c(O)c2C#N)cc1,"[0, 1, 0, 0, 0, 0]",0.0,3.5,0.0,0.0,0.0,0.0
NC(=O)Nc1ccc(Br)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.634,0.0,0.0,0.0
CC(=O)[O-].CC(=O)[O-].[Ni+2],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.001,0.0,0.0,0.0
C[C@H](NC(N)=O)C(=O)[O-],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.966,0.0,0.0,0.0
CCN(CC)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)c(NC(C)=O)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-8.103,0.0,0.0,0.0
CC(C)(C)NC(=O)NCCN1CCOC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,93.94,0.0,0.0
CCN(CCC#N)c1cccc(C)c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.705,0.0
CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.411,0.0
CCCCNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.68,0.0,0.0,0.0
CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,"[1, 0, 0, 0, 0, 0]",-4.72,0.0,0.0,0.0,0.0,0.0
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.139,0.0,0.0,0.0
O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.178,0.0,0.0,0.0
C=CC(=O)OCC1CC2C=CC1C2,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.122,0.0
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.76,0.0,0.0,0.0
N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,"[0, 1, 0, 0, 0, 0]",0.0,-0.48,0.0,0.0,0.0,0.0
Cc1cccc(O)c1C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.04,0.0,0.0,0.0
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.729,0.0,2.049,0.0
Cc1cc(O)ccc1S(C)(=O)=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.425,0.0
CC(=O)C(NC(=O)CN)c1ccc(O)cc1,"[1, 0, 0, 0, 0, 0]",-5.28,0.0,0.0,0.0,0.0,0.0
Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCC(F)(F)CC2)CC1,"[0, 1, 0, 0, 0, 0]",0.0,2.1,0.0,0.0,0.0,0.0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-5.19,0.0,1.795,0.0
CCCCOC(=O)CCCOc1ccc(Cl)cc1Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.007,0.0
CCCCSS(=O)CCCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.289,0.0,0.0,0.0
CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,"[0, 1, 0, 0, 0, 0]",0.0,3.2,0.0,0.0,0.0,0.0
CCC(=O)c1c(O)cc(O)cc1O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.884,0.0
COC(=O)C=CC(=O)OC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.01,0.0
Cn1sc(NC(=O)c2cccc(Cl)c2)nc1=O,"[0, 1, 0, 0, 0, 0]",0.0,0.87,0.0,0.0,0.0,0.0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,"[0, 1, 0, 0, 0, 1]",0.0,3.82,0.0,0.0,0.0,16.6
NC(CO)(CO)CO,"[0, 0, 1, 0, 1, 0]",0.0,0.0,0.791,0.0,1.312,0.0
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,"[0, 1, 1, 0, 0, 0]",0.0,-1.25,-0.17,0.0,0.0,0.0
CCC(SC(C)=NOC(=O)NC)C(N)=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,4.219,0.0
O=Cc1ccc(O)c([N+](=O)[O-])c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.951,0.0,0.0,0.0
CCOP(=O)(OCC)OCn1c(=O)oc2cc(Cl)ccc21,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.982,0.0
O=C(O)CCC(=O)OCCCCCc1ccc(Cl)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.422,0.0
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,"[0, 1, 0, 0, 1, 0]",0.0,-0.01,0.0,0.0,1.198,0.0
Cc1cc(-n2c(C)nc3ccccc3c2=O)n(-c2ccccc2)n1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.245,0.0
Cc1cnc(-c2cc(NC(=O)c3ccc(C(F)(F)F)nc3C)ccc2Cl)[nH]1,"[0, 1, 0, 1, 0, 0]",0.0,3.3,0.0,96.09,0.0,0.0
C[C@H](CO)Nc1nc(SCc2ccco2)nc2nc(N)sc12,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,88.35,0.0,0.0
CCN1CC2CN(C)CC(C1)C2OC(=O)c1ccc(Cl)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.926,0.0
FC(F)(F)c1ccccc1Br,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.918,0.0
COC(=O)C1C2C=CC(C2)C1C(=O)OC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.323,0.0
CCCCC(CC)CC(CC)(CC)C(=O)NO,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.35,0.0,0.0,0.0
O=[N+]([O-])[O-].[Li+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,1.17,0.0,0.0,0.0
Cc1ccc(S(N)(=O)=O)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.742,0.0,0.0,0.0
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.222,0.0
COc1cc(N2CCN(C)CC2)c2[nH]c(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(=O)c2c1,"[0, 1, 0, 0, 0, 0]",0.0,2.7,0.0,0.0,0.0,0.0
CC(Cl)(C=O)CCl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.94,0.0
COP(=O)(OC)O/C(C)=C/C(=O)OC(C)c1ccccc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.497,0.0,0.0,0.0
CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CCC=NN2C(=O)C2CCC=NN2C1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.04,0.0,0.0,0.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,"[0, 1, 0, 0, 0, 0]",0.0,0.6,0.0,0.0,0.0,0.0
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,"[0, 1, 1, 0, 0, 0]",0.0,0.56,-1.53,0.0,0.0,0.0
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1N,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.808,0.0
CN(C)C(=O)N(C)N=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.738,0.0
CCOP(=S)(OCC)SC1CCSc2ccc(Cl)cc21,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.768,0.0
OCC[C@]1(c2cc3ccccc3o2)CCCNC1,"[0, 1, 0, 0, 0, 0]",0.0,0.12,0.0,0.0,0.0,0.0
O=C(O)CSC(=S)OCc1ccccc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.68,0.0,0.0,0.0
CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.491,0.0
N[C@H](Cc1ccc(O)cc1)C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.605,0.0,0.0,0.0
Cc1c(-c2ccccc2)[nH]c(N)nc1=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.449,0.0
Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NCCO)cc3)n2)n1C(C)C,"[0, 1, 0, 0, 0, 0]",0.0,2.09,0.0,0.0,0.0,0.0
CCCCCC(CC)c1cc([N+](=O)[O-])c(OC(=O)OC)c([N+](=O)[O-])c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.887,0.0
CCc1c2ccccc2cc2c1ccc1ccccc12,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-6.796,0.0,0.0,0.0
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.856,0.0
O=Cc1ccc(Cl)cc1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.177,0.0,1.951,0.0
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3ccccc3)c2s1,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,113.0
CCN1c2ccccc2N(C)C(=S)c2cccnc21,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.706,0.0,0.0,0.0
Cc1cn([C@H]2CCCN([C@@H](C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,"[0, 1, 0, 1, 0, 0]",0.0,-0.26,0.0,97.71,0.0,0.0
CC(C)COC=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.001,0.0,0.0,0.0
Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,"[0, 1, 0, 0, 0, 0]",0.0,2.7,0.0,0.0,0.0,0.0
CC(O)C(O)C(O)C(O)C=NNC(N)=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.7,0.0,0.0,0.0
CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,"[0, 1, 0, 0, 0, 0]",0.0,1.39,0.0,0.0,0.0,0.0
CCCCCCC(=O)OCC(COC(=O)CCCCCC)(COC(=O)CCCCCC)COC(=O)CCCCCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.068,0.0,0.0,0.0
